brand;model;car_model;price_chf;mileage;engine_power_hp;power_mode;production_date;consumption_l_per_100km;transmission;listing_url
Mercedes-Benz;E 220;MERCEDES-BENZ E 220 d Avantgarde 9G-Tronic;32500.0;92399.0;194.0;Diesel;112.016;5.4;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-220-d-avantgarde-9g-tronic-11019852
Mercedes-Benz;E 250;MERCEDES-BENZ E 250 BlueTEC Avantgarde 4Matic 7G-Tronic;24900.0;69700.0;204.0;Diesel;122.014;5.1;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-250-bluetec-avantgarde-4matic-7g-tronic-10999707
Porsche;911;PORSCHE 911 Carrera 4 GTS Cabriolet PDK;194911.0;10000.0;480.0;Benzin;112.022;;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-911-carrera-4-gts-cabriolet-pdk-10982367
Porsche;Cayenne;PORSCHE Cayenne S E-Hybrid Platinum Edition;47500.0;85000.0;416.0;Benzin;112.017;3.4;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-s-e-hybrid-platinum-edition-10977918
Mazda;CX 5;MAZDA CX-5 SKYACTIV-G 160 Ambition AWD Facelift - *** Entretien irréprochable - Expertisée ***;19900.0;105000.0;160.0;Benzin;72.018;6.8;Manuell;https://www.autoscout24.ch/de/d/mazda-cx-5-skyactiv-g-160-ambition-awd-facelift-entretien-irreprochable-expertisee-10741852
Mercedes-Benz;GLE 450;MERCEDES-BENZ GLE 450 4Matic AMG Line 9G-Tronic;68000.0;78900.0;367.0;Benzin;Neues Fahrzeug;11.1;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-450-4matic-amg-line-9g-tronic-10727640
Toyota;HI;TOYOTA HI-LUX 2,8 DC 4x4 / inkl. Tech. Paket, weiss metallic, AHK 3,5 T, Wanne, ALU * Offroadpneu optional !! * Bestpreis CH *;46890.0;5500.0;204.0;Diesel;22.025;9.7;Manuell;https://www.autoscout24.ch/de/d/toyota-hi-lux-2-8-dc-4x4-inkl-tech-paket-weiss-metallic-ahk-3-5-t-wanne-alu-offroadpneu-optional-bestpreis-ch-10187128
BMW;Z4;BMW Z4 sDrive35i DKG;29000.0;75000.0;306.0;Benzin;12.015;9.1;Halbautomatik;https://www.autoscout24.ch/de/d/bmw-z4-sdrive35i-dkg-10077770
Cupra;Ateca 2.0;CUPRA Ateca 2.0 TSI Cupra 4Drive DSG;36000.0;48500.0;300.0;Benzin;12.020;7.4;Halbautomatik;https://www.autoscout24.ch/de/d/cupra-ateca-20-tsi-cupra-4drive-dsg-9392322
Mercedes-Benz;CLA 220;MERCEDES-BENZ CLA 220 Diesel, AMG Line;26999.0;120000.0;177.0;Diesel;42.018;;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-cla-220-diesel-amg-line-9309270
Audi;A1 1.6;AUDI A1 1.6 TDI Ambition;7500.0;92500.0;105.0;Diesel;102.010;3.9;Manuell;https://www.autoscout24.ch/de/d/audi-a1-16-tdi-ambition-9192336
Mercedes-Benz;V 300;MERCEDES-BENZ V 300 d ExtraLang Avantgard 4Matic 9G-Tronic;68500.0;20000.0;190.0;Diesel;72.023;6.7;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-v-300-d-extralang-avantgard-4matic-9g-tronic-7908231
Audi;A8 50;AUDI A8 50 L TDI quattro tiptronic;79000.0;67000.0;286.0;Diesel;102.022;5.6;Automat;https://www.autoscout24.ch/de/d/audi-a8-50-l-tdi-quattro-tiptronic-11793408
BMW;X5;BMW X5 xDrive 48V 30d M Sport Pro Steptronic;84500.0;22000.0;286.0;Diesel;32.024;;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-48v-30d-m-sport-pro-steptronic-11733597
Seat;Ibiza;SEAT Ibiza SC 1.4 TSI Cupra R210 Swiss Racing DSG;9990.0;35000.0;210.0;Benzin;112.012;6.4;Automat;https://www.autoscout24.ch/de/d/seat-ibiza-sc-14-tsi-cupra-r210-swiss-racing-dsg-12841663
DAIHATSU;Rocky 4x4;DAIHATSU Rocky 4x4 kurz/court F70;5000.0;185000.0;73.0;Diesel;121.985;;Manuell;https://www.autoscout24.ch/de/d/daihatsu-rocky-4x4-kurz-court-f70-12812136
Land Rover;D180;LAND ROVER D180 SE;27900.0;80000.0;180.0;Diesel;112.019;5.5;Automat;https://www.autoscout24.ch/de/d/land-rover-d180-se-12790028
Audi;SQ5 3.0;AUDI SQ5 3.0 TDI quattro tiptronic;21000.0;158000.0;313.0;Diesel;82.015;6.6;Automat;https://www.autoscout24.ch/de/d/audi-sq5-30-tdi-quattro-tiptronic-12775472
Mazda;RX 8;MAZDA RX-8 Revolution;7900.0;121469.0;192.0;Benzin;122.004;10.6;Manuell;https://www.autoscout24.ch/de/d/mazda-rx-8-revolution-12774429
Mazda;CX 5;MAZDA CX-5 SKYACTIV-G 165 Ambition AWD;23500.0;59000.0;165.0;Benzin;12.020;8.2;Manuell;https://www.autoscout24.ch/de/d/mazda-cx-5-skyactiv-g-165-ambition-awd-12733430
Toyota;Land;TOYOTA Land Cruiser 2.8TD Style Automatic;62990.0;43285.0;177.0;Diesel;112.020;7.8;Automat;https://www.autoscout24.ch/de/d/toyota-land-cruiser-28td-style-automatic-12631962
Ford;Shelby;FORD Shelby GT350;79000.0;27800.0;533.0;Benzin;42.017;;Manuell;https://www.autoscout24.ch/de/d/ford-shelby-gt350-12609093
Mazda;MX 5;MAZDA MX-5 RF SKYACTIV-G 184 100TH Anniversary Automatic;33000.0;18000.0;184.0;Benzin;42.021;7.6;Automat;https://www.autoscout24.ch/de/d/mazda-mx-5-rf-skyactiv-g-184-100th-anniversary-automatic-12596238
Mitsubishi;ASX 1.6;MITSUBISHI ASX 1.6 Pure 2WD;7950.0;197000.0;117.0;Benzin;42.018;5.7;Manuell;https://www.autoscout24.ch/de/d/mitsubishi-asx-16-pure-2wd-12539214
Mercedes-Benz;GLA 250;MERCEDES-BENZ GLA 250 Urban 4Matic 7G-DCT;19900.0;86200.0;211.0;Benzin;72.016;6.6;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-250-urban-4matic-7g-dct-12199021
LOTUS;Elise;LOTUS Elise SC;35900.0;60700.0;220.0;Benzin;62.008;;Manuell;https://www.autoscout24.ch/de/d/lotus-elise-sc-12189723
Mercedes-Benz;AMG;MERCEDES-BENZ AMG GT C Roadster Speedshift DCT;99500.0;25000.0;558.0;Benzin;22.018;11.4;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-amg-gt-c-roadster-speedshift-dct-12177336
Mercedes-Benz;CLA 45;MERCEDES-BENZ CLA 45 AMG 4Matic Speedshift;26999.0;105500.0;360.0;Benzin;52.014;7.1;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-cla-45-amg-4matic-speedshift-12117830
Porsche;911;PORSCHE 911 Carrera 2;65000.0;132300.0;;Benzin;51.990;;Manuell;https://www.autoscout24.ch/de/d/porsche-911-carrera-2-11658928
DODGE;Laramie;DODGE Laramie;43200.0;65000.0;400.0;Benzin;72.019;;Automat;https://www.autoscout24.ch/de/d/dodge-laramie-11657583
Mercedes-Benz;E 400;MERCEDES-BENZ E 400 AMG Line Coupé 4 MATIC;21800.0;68500.0;333.0;Benzin;122.016;7.3;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-400-amg-line-coupe-4-matic-11637371
Renault;R4;RENAULT R4 Fourgonnette;13800.0;240000.0;34.0;Benzin;41.985;;Manuell;https://www.autoscout24.ch/de/d/renault-r4-fourgonnette-11585830
Mercedes-Benz;SL 320;MERCEDES-BENZ SL 320;27500.0;121800.0;231.0;Benzin;51.995;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-sl-320-11349125
Audi;TT;AUDI TT Coupé 2.0 TFSI;12000.0;98700.0;200.0;Benzin;22.007;7.7;Halbautomatik;https://www.autoscout24.ch/de/d/audi-tt-coupe-20-tfsi-11273903
VW;GOLF 1;VW GOLF 1 Classic-Line Leder;13800.0;170245.0;98.0;Benzin;91.992;;Manuell;https://www.autoscout24.ch/de/d/vw-golf-1-classic-line-leder-11261775
Peugeot;807 3.0;PEUGEOT 807 3.0 V6 24V ST;2650.0;173000.0;204.0;Benzin;22.003;11.5;Automat;https://www.autoscout24.ch/de/d/peugeot-807-30-v6-24v-st-11217896
Mercedes-Benz;C 200;MERCEDES-BENZ C 200 AMG Line Coupé;30900.0;92000.0;184.0;Benzin;62.017;5.9;Manuell;https://www.autoscout24.ch/de/d/mercedes-benz-c-200-amg-line-coupe-10315571
BMW;Z4;BMW Z4 sDrive23i;25000.0;88000.0;204.0;Benzin;82.011;8.5;Manuell;https://www.autoscout24.ch/de/d/bmw-z4-sdrive23i-9950620
BMW;X3;BMW X3 xDrive 35d Steptronic;24900.0;117000.0;313.0;Diesel;82.014;;Automat;https://www.autoscout24.ch/de/d/bmw-x3-xdrive-35d-steptronic-9706057
Mercedes-Benz;GLC;MERCEDES-BENZ GLC Coupé 43 AMG 4Matic 9G-Tronic;41900.0;89000.0;367.0;Benzin;42.017;8.9;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-coupe-43-amg-4matic-9g-tronic-9471044
VW;Beetle Cabrio;VW New Beetle Cabrio 1.8 T Édition 53, capote & batterie neuves, MFK 2023. Contactez-moi pour convenir d’un essai;5900.0;150000.0;150.0;Benzin;112.006;8.3;Manuell;https://www.autoscout24.ch/de/d/vw-new-beetle-cabrio-18-t-edition-53-capote-and-batterie-neuves-mfk-2023-contactez-moi-pour-convenir-d-un-essai-12466277
CHRYSLER;3.5;CHRYSLER 3.5 V6;21500.0;54000.0;249.0;Benzin;12.012;;Automat;https://www.autoscout24.ch/de/d/chrysler-35-v6-12355921
Porsche;911;PORSCHE 911 Carrera T;125900.0;2800.0;385.0;Benzin;112.023;10.9;Manuell;https://www.autoscout24.ch/de/d/porsche-911-carrera-t-12319781
Porsche;911;PORSCHE 911 Turbo PDK;176000.0;22000.0;581.0;Benzin;12.021;12.5;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-911-turbo-pdk-12258827
Audi;RS5;AUDI RS5 Coupé 4.2 FSI quattro S-tronic;26900.0;208000.0;450.0;Benzin;62.012;10.5;Halbautomatik;https://www.autoscout24.ch/de/d/audi-rs5-coupe-42-fsi-quattro-s-tronic-12805135
Renault;Espace 2.0;RENAULT Espace 2.0 dCi Initiale Paris EDC 6;35500.0;70000.0;190.0;Diesel;92.022;6.6;Halbautomatik;https://www.autoscout24.ch/de/d/renault-espace-20-dci-initiale-paris-edc-6-12801187
Mercedes-Benz;GLA 220;MERCEDES-BENZ GLA 220 CDI 4Matic 7G-DCT;13000.0;135000.0;170.0;Diesel;52.014;5.1;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-220-cdi-4matic-7g-dct-12786604
Land Rover;Range;LAND ROVER Range Rover Sport P635 4.4 V8 SV Ed. One Carbon Bronze;179000.0;29000.0;635.0;Benzin;72.024;;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-p635-44-v8-sv-ed-one-carbon-bronze-12777984
VW;Polo 1.0;VW Polo 1.0 TSI R-Line DSG;22900.0;19000.0;95.0;Benzin;62.023;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-polo-10-tsi-r-line-dsg-12486722
FERRARI;F8;FERRARI F8 Spider;332000.0;12800.0;720.0;Benzin;32.021;;Halbautomatik;https://www.autoscout24.ch/de/d/ferrari-f8-spider-12441696
BMW;M440i;BMW M440i xDrive 48V Cabriolet M Sport PRO Steptronic;64900.0;11000.0;374.0;Benzin;52.023;8.1;Automat;https://www.autoscout24.ch/de/d/bmw-m440i-xdrive-48v-cabriolet-m-sport-pro-steptronic-12378057
BMW;X2;BMW X2 xDrive 20i M Sport;33800.0;26843.0;178.0;Benzin;92.021;;Automat;https://www.autoscout24.ch/de/d/bmw-x2-xdrive-20i-m-sport-11945644
BMW;530d;BMW 530d Touring;8900.0;365742.0;193.0;Diesel;52.002;7.3;Manuell;https://www.autoscout24.ch/de/d/bmw-530d-touring-11577600
Mercedes-Benz;EQS;MERCEDES-BENZ EQS SUV EQS 450 4Matic;89000.0;11000.0;360.0;Elektro;32.024;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-eqs-suv-eqs-450-4matic-11456848
Porsche;Taycan 4S;PORSCHE Taycan 4S;96900.0;31000.0;490.0;Elektro;32.022;;Automat;https://www.autoscout24.ch/de/d/porsche-taycan-4s-11295140
Audi;e-tron;AUDI e-tron 55 Advanced quattro;52500.0;40500.0;360.0;Elektro;122.019;;Automat;https://www.autoscout24.ch/de/d/audi-e-tron-55-advanced-quattro-11109422
Jeep;Grand Cherokee;JEEP Grand Cherokee 3.0 CRD Overland Automatic;36000.0;83000.0;250.0;Diesel;52.018;;Automat;https://www.autoscout24.ch/de/d/jeep-grand-cherokee-30-crd-overland-automatic-10133094
Ford;MUSTANG;FORD MUSTANG GT 500;151500.0;1.0;771.0;Benzin;12.021;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-gt-500-9947334
BMW;M235i;BMW M235i xDrive Steptronic;30900.0;110580.0;326.0;Benzin;62.015;7.8;Automat;https://www.autoscout24.ch/de/d/bmw-m235i-xdrive-steptronic-9844817
BMW;M440i;BMW M440i xDrive 48V Cabriolet Steptronic;42200.0;93500.0;374.0;Benzin;62.021;;Automat;https://www.autoscout24.ch/de/d/bmw-m440i-xdrive-48v-cabriolet-steptronic-12797461
Peugeot;508;PEUGEOT 508 SW 1.6 PHEV GT EAT8;34990.0;38500.0;225.0;Benzin;82.023;1.5;Automat;https://www.autoscout24.ch/de/d/peugeot-508-sw-16-phev-gt-eat8-12738564
VW;Scirocco 2.0;VW Scirocco 2.0 TSI Team;7000.0;149500.0;211.0;Benzin;62.012;7.4;Manuell;https://www.autoscout24.ch/de/d/vw-scirocco-20-tsi-team-12702209
Land Rover;Discovery;LAND ROVER Discovery Sport 2.0 TD4 SE AT9;15000.0;111994.0;150.0;Diesel;12.016;5.3;Automat;https://www.autoscout24.ch/de/d/land-rover-discovery-sport-20-td4-se-at9-12700951
Audi;Q3 2.0;AUDI Q3 2.0 TFSI sport quattro S-tronic;17500.0;95000.0;180.0;Benzin;112.015;6.7;Halbautomatik;https://www.autoscout24.ch/de/d/audi-q3-20-tfsi-sport-quattro-s-tronic-12698933
Ford;Shelby;FORD Shelby GT500 Heritage mit Handling Package;174900.0;3900.0;771.0;Benzin;72.022;;Automat;https://www.autoscout24.ch/de/d/ford-shelby-gt500-heritage-mit-handling-package-12586515
Mercedes-Benz;C 220;MERCEDES-BENZ C 220 BlueTEC Avantgarde 7G-Tronic;9700.0;295000.0;170.0;Diesel;12.015;4.3;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-220-bluetec-avantgarde-7g-tronic-12555123
Audi;Q7 50;AUDI Q7 50 TDI quattro tiptronic;56900.0;65200.0;286.0;Diesel;102.018;8.9;Automat;https://www.autoscout24.ch/de/d/audi-q7-50-tdi-quattro-tiptronic-12551942
Porsche;911;PORSCHE 911 Carrera T;121000.0;7200.0;385.0;Benzin;62.023;10.9;Manuell;https://www.autoscout24.ch/de/d/porsche-911-carrera-t-12545642
Porsche;911;PORSCHE 911 Cabrio Carrera 4 GTS PDK;120000.0;75000.0;408.0;Benzin;42.012;10.7;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-911-cabrio-carrera-4-gts-pdk-12237065
Mercedes-Benz;V 300;MERCEDES-BENZ V 300 d ExtraLang AvantGarde 9G-Tronic 8 place +41767797532Leasing sans apport des 1187. mois;77950.0;16800.0;239.0;Diesel;72.024;6.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-v-300-d-extralang-avantgarde-9g-tronic-8-place-41767797532leasing-sans-apport-des-1187-mois-12028024
BENTLEY;R;BENTLEY R;21000.0;42400.0;318.0;Benzin;41.995;;Automat;https://www.autoscout24.ch/de/d/bentley-r-12006047
Mercedes-Benz;CLS 220;MERCEDES-BENZ CLS 220 d AMG Line 9G-Tronic;39000.0;182000.0;194.0;Diesel;112.019;6.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-cls-220-d-amg-line-9g-tronic-11899700
Mercedes-Benz;C 220;MERCEDES-BENZ C 220 d T 4Matic Swiss Star;48990.0;70000.0;200.0;Diesel;32.022;5.3;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-220-d-t-4matic-swiss-star-11463296
Skoda;Octavia;SKODA Octavia Combi 2.0 TSI RS DSG;24000.0;155390.0;220.0;Benzin;42.015;6.4;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-octavia-combi-20-tsi-rs-dsg-11430958
Land Rover;Defender 110;LAND ROVER Defender 110 P400e Si4 PHEV X-Dynamic SE AT8;79900.0;30000.0;404.0;Benzin;12.023;3.1;Automat;https://www.autoscout24.ch/de/d/land-rover-defender-110-p400e-si4-phev-x-dynamic-se-at8-11281092
Audi;A6;AUDI A6 Avant 3.0 TDI V6 clean diesel quattro S-tronic;12900.0;358000.0;245.0;Diesel;42.012;5.9;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a6-avant-30-tdi-v6-clean-diesel-quattro-s-tronic-11074069
Audi;TTS;AUDI TTS Coupé 2.0 TFSI quattro S-tronic;22000.0;103000.0;310.0;Benzin;12.017;6.9;Halbautomatik;https://www.autoscout24.ch/de/d/audi-tts-coupe-20-tfsi-quattro-s-tronic-12801370
VW;Golf 2.0;VW Golf 2.0 TSI R 4Motion DSG;29900.0;85000.0;310.0;Benzin;22.018;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-golf-20-tsi-r-4motion-dsg-12802819
Citroen;C3;CITROEN C3 Aircross 1.2i PureTech Feel;6800.0;145000.0;110.0;Benzin;122.018;;Manuell;https://www.autoscout24.ch/de/d/citroen-c3-aircross-12i-puretech-feel-12794065
Mini;Clubman;MINI Clubman Cooper S John Works;18500.0;80000.0;192.0;Benzin;12.017;6.9;Manuell;https://www.autoscout24.ch/de/d/mini-clubman-cooper-s-john-works-12777464
Hyundai;Santa;HYUNDAI Santa Fe 2.2 CRDI Vertex 4WD Automatic;19999.0;80405.0;200.0;Diesel;122.015;6.6;Automat;https://www.autoscout24.ch/de/d/hyundai-santa-fe-22-crdi-vertex-4wd-automatic-12723643
Audi;A4;AUDI A4 Avant 1.8 TFSI multitronic;4900.0;220752.0;160.0;Benzin;52.009;7.5;Stufenlos;https://www.autoscout24.ch/de/d/audi-a4-avant-18-tfsi-multitronic-12720172
Mercedes-Benz;A 200;MERCEDES-BENZ A 200 AMG Line 7G-DCT;21500.0;110000.0;163.0;Benzin;52.018;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-a-200-amg-line-7g-dct-12708550
Tesla;Model;TESLA Model X 100 D Performance;44900.0;85500.0;772.0;Elektro;92.017;;Automat;https://www.autoscout24.ch/de/d/tesla-model-x-100-d-performance-12701543
Mercedes-Benz;GLC 220;MERCEDES-BENZ GLC 220 d AMG Line 4Matic 9G-Tronic;42999.0;68000.0;194.0;Diesel;82.020;5.4;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-220-d-amg-line-4matic-9g-tronic-12653434
Ford;Mustang;FORD Mustang MachE Extended 4x4 98KwH;36900.0;33999.0;371.0;Elektro;22.023;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-mache-extended-4x4-98kwh-12647229
VW;Touran 1.4;VW Touran 1.4 TSI Cross Touran;9950.0;140250.0;170.0;Benzin;52.011;7.1;Halbautomatik;https://www.autoscout24.ch/de/d/vw-touran-14-tsi-cross-touran-12641686
Mini;Cooper;MINI Cooper S Cabriolet;6200.0;100800.0;184.0;Benzin;12.011;;Manuell;https://www.autoscout24.ch/de/d/mini-cooper-s-cabriolet-12557109
Toyota;4;TOYOTA 4-Runner SR5;39900.0;107000.0;273.0;Benzin;122.018;;Automat;https://www.autoscout24.ch/de/d/toyota-4-runner-sr5-12342758
VW;T-Roc;VW T-Roc 2.0 TSI Sport DSG 4Motion;31900.0;21000.0;190.0;Benzin;122.021;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-t-roc-20-tsi-sport-dsg-4motion-12338957
Citroen;C5;CITROEN C5 Aircross 1.6i PureTech Shine EAT8;17999.0;97000.0;181.0;Benzin;32.019;5.7;Automat;https://www.autoscout24.ch/de/d/citroen-c5-aircross-16i-puretech-shine-eat8-12267640
VW;Eos 2.0;VW Eos 2.0 FSI;2800.0;239068.0;150.0;Benzin;62.006;8.6;Manuell;https://www.autoscout24.ch/de/d/vw-eos-20-fsi-12255122
MORGAN;Roadster;MORGAN Roadster;59500.0;47500.0;228.0;Benzin;82.011;;Manuell;https://www.autoscout24.ch/de/d/morgan-roadster-11769733
Tesla;Model Y;TESLA Model Y Long Range;42000.0;55000.0;514.0;Elektro;82.021;;Automat;https://www.autoscout24.ch/de/d/tesla-model-y-long-range-11763252
Seat;Leon;SEAT Leon ST 1.5 eTSI DSG 150 FR;27000.0;59600.0;150.0;Benzin;102.020;6.7;Automat;https://www.autoscout24.ch/de/d/seat-leon-st-15-etsi-dsg-150-fr-11714230
BMW;Z4 3.0si;BMW Z4 3.0si Coupé;18900.0;99998.0;265.0;Benzin;42.008;8.9;Manuell;https://www.autoscout24.ch/de/d/bmw-z4-30si-coupe-11659979
Jaguar;F;JAGUAR F-Type Coupé 3.0 V6 S/C Automatik;41000.0;68000.0;340.0;Benzin;32.017;8.4;Automat;https://www.autoscout24.ch/de/d/jaguar-f-type-coupe-30-v6-s-c-automatik-9828696
VW;T3;VW T3 VW Typ 2;19999.0;74000.0;78.0;;81.984;;Manuell;https://www.autoscout24.ch/de/d/vw-t3-vw-typ-2-9289550
Audi;A4;AUDI A4 Avant 3.2 FSI quattro tiptronic;9900.0;160000.0;265.0;Benzin;62.008;9.2;Automat;https://www.autoscout24.ch/de/d/audi-a4-avant-32-fsi-quattro-tiptronic-7620687
Audi;A5;AUDI A5 Sportback 2.0 TFSI;16900.0;59000.0;180.0;Benzin;32.010;6.5;Manuell;https://www.autoscout24.ch/de/d/audi-a5-sportback-20-tfsi-4776312
Opel;Antara 2.4;OPEL Antara 2.4 Enjoy 4WD Automatic;8600.0;106550.0;167.0;Benzin;32.012;9.3;Automat;https://www.autoscout24.ch/de/d/opel-antara-24-enjoy-4wd-automatic-12785796
Land Rover;Range;LAND ROVER Range Rover Sport 5.0 V8 SC HSE Dynamic Automatic;38500.0;121000.0;510.0;Benzin;32.014;12.8;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-50-v8-sc-hse-dynamic-automatic-12797462
Land Rover;Defender 90;LAND ROVER Defender 90 3.0D I6 250 SE AT8;69900.0;46913.0;249.0;Diesel;22.023;;Automat;https://www.autoscout24.ch/de/d/land-rover-defender-90-30d-i6-250-se-at8-12791498
Porsche;Macan;PORSCHE Macan GTS PDK;31000.0;133000.0;360.0;Benzin;82.016;9.2;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-macan-gts-pdk-12759976
Skoda;Fabia 1.0;SKODA Fabia 1.0 TSI Ambition;22300.0;7000.0;110.0;Benzin;12.024;5.1;Manuell;https://www.autoscout24.ch/de/d/skoda-fabia-10-tsi-ambition-12163505
SAAB;2.3;SAAB 2.3 Turbo Aero 260PS (190KW);4500.0;238000.0;260.0;Benzin;62.000;10.8;Automat;https://www.autoscout24.ch/de/d/saab-23-turbo-aero-260ps-190kw-12163039
Volvo;XC60;VOLVO XC60 T6 eAWD R-Design Expression Geartronic;44000.0;42300.0;341.0;Benzin;42.021;2.8;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-t6-eawd-r-design-expression-geartronic-11138037
Ford;Fiesta 1.0;FORD Fiesta 1.0 SCTi Titanium;15900.0;13500.0;100.0;Benzin;72.018;6.1;Manuell;https://www.autoscout24.ch/de/d/ford-fiesta-10-scti-titanium-10844332
DODGE;Citadel;DODGE Citadel;24900.0;70103.0;365.0;Benzin;52.012;;Automat;https://www.autoscout24.ch/de/d/dodge-citadel-12263771
Cupra;Born 58kwh;CUPRA Born 58kwh e-boost sensation;29000.0;29000.0;204.0;Elektro;102.023;;Automat;https://www.autoscout24.ch/de/d/cupra-born-58kwh-e-boost-sensation-12133477
Mercedes-Benz;V 220;MERCEDES-BENZ V 220 d lang 9G-Tronic;48990.0;66000.0;163.0;Diesel;22.023;6.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-v-220-d-lang-9g-tronic-12085942
Tesla;Model;TESLA Model X Maximale-Reichweite;73000.0;57000.0;573.0;Elektro;122.020;;Automat;https://www.autoscout24.ch/de/d/tesla-model-x-maximale-reichweite-11193356
Mercedes-Benz;C 63;MERCEDES-BENZ C 63 S AMG;73500.0;62000.0;510.0;Benzin;92.019;11.7;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-63-s-amg-12760921
VW;Polo 1.0;VW Polo 1.0 TSI Life DSG;16800.0;64800.0;95.0;Benzin;72.023;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-polo-10-tsi-life-dsg-12743232
Smart;#5 100kWh;SMART #5 100kWh Brabus AWD;52900.0;9800.0;646.0;Elektro;72.025;;Automat;https://www.autoscout24.ch/de/d/smart-5-100kwh-brabus-awd-12735655
Ford;Mustang;FORD Mustang Convertible 2.3 Automat;34000.0;65000.0;317.0;Benzin;52.018;9.8;Automat;https://www.autoscout24.ch/de/d/ford-mustang-convertible-23-automat-12722986
Porsche;Cayenne;PORSCHE Cayenne GTS;32500.0;145000.0;440.0;Benzin;102.015;;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-gts-12532578
Land Rover;Range;LAND ROVER Range Rover Velar R-Dynamic D 300 SE Automatic;42900.0;73000.0;300.0;Diesel;112.018;8.4;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-velar-r-dynamic-d-300-se-automatic-12519379
Subaru;2.5;SUBARU 2.5 Turbo 4WD WRX STI Sport;22000.0;140000.0;301.0;Benzin;122.011;10.5;Manuell;https://www.autoscout24.ch/de/d/subaru-25-turbo-4wd-wrx-sti-sport-12516724
VW;Tiguan 2.0TSI;VW Tiguan 2.0TSI Highline 4Motion DSG;27500.0;77000.0;230.0;Benzin;92.020;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-tiguan-20tsi-highline-4motion-dsg-12496387
BMW;BMW 635;BMW BMW 635 CSI;25000.0;114464.0;218.0;Benzin;121.982;;Manuell;https://www.autoscout24.ch/de/d/bmw-bmw-635-csi-12007371
Skoda;Scala 1.5;SKODA Scala 1.5 TSI ACT Style DSG;23500.0;11400.0;150.0;Benzin;62.023;5.6;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-scala-15-tsi-act-style-dsg-11978551
Mercedes-Benz;GL 350;MERCEDES-BENZ GL 350 CDI BlueEfficiency 4Matic 7G-Tronic;20990.0;160511.0;224.0;Diesel;52.011;9.9;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gl-350-cdi-blueefficiency-4matic-7g-tronic-11977325
VW;Passat 2.0;VW Passat 2.0 TDI BMT Elegance 4Motion DSG;27900.0;108000.0;240.0;Diesel;82.019;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-passat-20-tdi-bmt-elegance-4motion-dsg-11965841
Ford;MUSTANG;FORD MUSTANG Shelby GT500 5.8 SVT;72500.0;36000.0;660.0;Benzin;12.013;;Manuell;https://www.autoscout24.ch/de/d/ford-mustang-shelby-gt500-58-svt-11762474
VW;Passat;VW Passat Variant 2.0 TSI R-Line Edition 4Motion DSG;33950.0;65800.0;360.0;Benzin;122.019;6.5;Halbautomatik;https://www.autoscout24.ch/de/d/vw-passat-variant-20-tsi-r-line-edition-4motion-dsg-11757619
