brand;model;car_model;price_chf;mileage;engine_power_hp;power_mode;production_date;consumption_l_per_100km;transmission;listing_url
Hyundai;Inster 49;"HYUNDAI Inster 49 kW ""Prime"" - Spezialfarbe mit Schiebedach";29800.0;40.0;115.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/hyundai-inster-49-kw-prime-spezialfarbe-mit-schiebedach-12810703
Mazda;2 1.5;MAZDA 2 1.5 Hybrid 116 PS Exclusive-Line;26900.0;100.0;116.0;Benzin;Neues Fahrzeug;;Stufenlos;https://www.autoscout24.ch/de/d/mazda-2-15-hybrid-116-ps-exclusive-line-12804623
Toyota;Corolla;TOYOTA Corolla Touring Sports 1.8 HSD Comfort;23850.0;38000.0;122.0;Benzin;82.022;4.5;Stufenlos;https://www.autoscout24.ch/de/d/toyota-corolla-touring-sports-18-hsd-comfort-12814536
BMW;X5;BMW X5 xDrive 30d | CH-Fahrzeug | Luftfahrwerk;43500.0;87800.0;265.0;Diesel;12.020;8.5;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-30d-ch-fahrzeug-luftfahrwerk-12709820
BMW;X3 30e;BMW X3 30e xDrive;69930.0;10.0;299.0;Benzin;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/bmw-x3-30e-xdrive-12706734
Opel;Corsa 1.4;OPEL Corsa 1.4 EcoTec 120 Years Edition;9499.0;96200.0;90.0;Benzin;62.019;7.7;Automat;https://www.autoscout24.ch/de/d/opel-corsa-14-ecotec-120-years-edition-12661921
Seat;Leon 2.0;SEAT Leon 2.0 TSI Cupra 290 DSG;19990.0;97935.0;290.0;Benzin;12.016;6.6;Halbautomatik;https://www.autoscout24.ch/de/d/seat-leon-20-tsi-cupra-290-dsg-12644563
Porsche;78;PORSCHE 78 Boxster 25 GTS 4.0;115000.0;11000.0;;Benzin;2022;;Manuell;https://www.autoscout24.ch/de/d/porsche-78-boxster-25-gts-40-11838248
Ford;MUSTANG;FORD MUSTANG Sportroof Mach 1;95000.0;999999.0;;Benzin;11.969;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-sportroof-mach-1-8486321
Porsche;718;PORSCHE 718 Boxster S 2.5 PDK;56900.0;37000.0;350.0;Benzin;62.016;7.3;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-718-boxster-s-25-pdk-11469329
Kia;EV3 58,3;KIA EV3 58,3 kWh Air;28990.0;20.0;204.0;Elektro;2025;;Automat;https://www.autoscout24.ch/de/d/kia-ev3-58-3-kwh-air-12808655
Honda;HR;HONDA HR-V 1.5 i-MMD Elegance;29900.0;15.0;131.0;Benzin;82.025;5.4;Stufenlos;https://www.autoscout24.ch/de/d/honda-hr-v-15-i-mmd-elegance-12794740
Mercedes-Benz;C 63;MERCEDES-BENZ C 63 S AMG Speedshift;66900.0;62500.0;775.0;Benzin;102.016;8.9;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-c-63-s-amg-speedshift-12796012
Mercedes-Benz;GLE;MERCEDES-BENZ GLE Coupé 350 d 4Matic 9G-Tronic;37900.0;138500.0;258.0;Diesel;32.018;7.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-coupe-350-d-4matic-9g-tronic-12790937
Mercedes-Benz;CLA 220;MERCEDES-BENZ CLA 220 AMG Line 7G-DCT;22900.0;154500.0;190.0;Benzin;42.019;6.7;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-cla-220-amg-line-7g-dct-12790906
Skoda;Octavia;SKODA Octavia Combi 1.5 TSI Ambition DSG;23800.0;55000.0;150.0;Benzin;52.022;5.8;Automat;https://www.autoscout24.ch/de/d/skoda-octavia-combi-15-tsi-ambition-dsg-12298006
Jeep;Compass 1.5;JEEP Compass 1.5 Turbo Swiss Limite;34990.0;500.0;131.0;Benzin;52.024;6.2;Halbautomatik;https://www.autoscout24.ch/de/d/jeep-compass-15-turbo-swiss-limite-12038555
Nissan;X;NISSAN X-Trail 1.5 VC-T N-Connecta e-;37990.0;100.0;213.0;Benzin;82.024;6.7;Stufenlos;https://www.autoscout24.ch/de/d/nissan-x-trail-15-vc-t-n-connecta-e-11855823
Citroen;2CV;CITROEN 2CV;24700.0;63112.0;29.0;Benzin;101.984;;Manuell;https://www.autoscout24.ch/de/d/citroen-2cv-12807122
Fiat;595 1.4;FIAT 595 1.4 16V Turbo Abarth;13900.0;71800.0;145.0;Benzin;52.019;;Manuell;https://www.autoscout24.ch/de/d/fiat-595-14-16v-turbo-abarth-12754494
Renault;ALASKAN;RENAULT ALASKAN Pick-up 2.3 dCi 190 TwinTurbo Int. 4x4;29990.0;96500.0;190.0;Diesel;22.019;6.9;Automat;https://www.autoscout24.ch/de/d/renault-alaskan-pick-up-23-dci-190-twinturbo-int-4x4-12728780
Volvo;XC60;VOLVO XC60 T8 eAWD R-Design Geartronic;26900.0;82500.0;407.0;Benzin;112.017;2.1;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-t8-eawd-r-design-geartronic-12716747
BMW;M3;BMW M3 Competition Facelift II Drivelogic *Smoked Topaz Metallic*;71890.0;59300.0;450.0;Benzin;32.018;8.3;Automat;https://www.autoscout24.ch/de/d/bmw-m3-competition-facelift-ii-drivelogic-smoked-topaz-metallic-12620615
BMW;M235;BMW M235 xDrive Gran Coupé M Sport Pro;69800.0;10.0;300.0;Benzin;Neues Fahrzeug;7.6;Automat;https://www.autoscout24.ch/de/d/bmw-m235-xdrive-gran-coupe-m-sport-pro-12266680
VW;Tiguan 2.0TSI;VW Tiguan 2.0TSI R 4Motion DSG;39990.0;72500.0;319.0;Benzin;12.021;10.3;Halbautomatik;https://www.autoscout24.ch/de/d/vw-tiguan-20tsi-r-4motion-dsg-12259038
VW;Touareg 3.0;VW Touareg 3.0 TSI eHybrid R Tiptronic;59990.0;45500.0;462.0;Benzin;122.020;3.3;Automat;https://www.autoscout24.ch/de/d/vw-touareg-30-tsi-ehybrid-r-tiptronic-12180299
BMW;520d;BMW 520d xDrive Touring M Sport Pro 48V;79800.0;10.0;197.0;Diesel;Neues Fahrzeug;5.8;Automat;https://www.autoscout24.ch/de/d/bmw-520d-xdrive-touring-m-sport-pro-48v-11870196
VW;Tiguan 2.0;VW Tiguan 2.0 TSI United DSG 4Motion;51780.0;11500.0;266.0;Benzin;122.024;8.6;Automat;https://www.autoscout24.ch/de/d/vw-tiguan-20-tsi-united-dsg-4motion-12496826
VW;Polo 1.0;VW Polo 1.0 TSI R-Line DSG;23970.0;3500.0;95.0;Benzin;62.025;5.4;Automat;https://www.autoscout24.ch/de/d/vw-polo-10-tsi-r-line-dsg-12318304
BMW;M440i;BMW M440i xDrive 48V Gran Coupé M Sport PRO Steptronic;48900.0;89000.0;374.0;Benzin;22.023;8.1;Automat;https://www.autoscout24.ch/de/d/bmw-m440i-xdrive-48v-gran-coupe-m-sport-pro-steptronic-12774805
Audi;Q4;AUDI Q4 Sportback e-tron 50 quattro;29800.0;83000.0;299.0;Elektro;32.022;;Automat;https://www.autoscout24.ch/de/d/audi-q4-sportback-e-tron-50-quattro-12780566
BMW;M340d;BMW M340d xDrive 48V Touring Steptronic M Sport Pro;43900.0;126000.0;340.0;Diesel;32.023;6.3;Automat;https://www.autoscout24.ch/de/d/bmw-m340d-xdrive-48v-touring-steptronic-m-sport-pro-12736885
Audi;A8;"AUDI A8 L 55 TFSI quattroT-Tronic ""Langer Radstand-5-Sitzer""";56800.0;20500.0;340.0;Benzin;62.021;9.9;Automat;https://www.autoscout24.ch/de/d/audi-a8-l-55-tfsi-quattrot-tronic-langer-radstand-5-sitzer-12738179
Mercedes-Benz;CLS 400;MERCEDES-BENZ CLS 400 d AMG Line 4Matic 9G-Tronic;39900.0;111000.0;340.0;Diesel;62.018;7.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-cls-400-d-amg-line-4matic-9g-tronic-12722284
VW;Golf;VW Golf VIII 2.0 TSI GTI DSG;34400.0;26100.0;265.0;Benzin;112.024;7.1;Halbautomatik;https://www.autoscout24.ch/de/d/vw-golf-viii-20-tsi-gti-dsg-12718667
Mercedes-Benz;E 53;MERCEDES-BENZ E 53 AMG 4Matic 9G-Tronic;39800.0;105600.0;435.0;Benzin;72.019;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-53-amg-4matic-9g-tronic-12692995
BMW;i3s;BMW i3s (120Ah) Fleet Edition;19900.0;26750.0;184.0;Elektro;52.021;;Automat;https://www.autoscout24.ch/de/d/bmw-i3s-120ah-fleet-edition-12686883
Mercedes-Benz;C 200;MERCEDES-BENZ C 200 Swiss Star Edition AMG Line 7G-Tronic;24950.0;54000.0;184.0;Benzin;112.014;5.3;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-200-swiss-star-edition-amg-line-7g-tronic-12679977
Audi;A3;AUDI A3 Sportback 1.5 35 TFSI S Line S-Tronic;25800.0;57200.0;150.0;Benzin;12.024;5.6;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a3-sportback-15-35-tfsi-s-line-s-tronic-12677650
Lexus;UX 300e;LEXUS UX 300e Excellence Automatic;26500.0;34700.0;204.0;Elektro;32.022;;Automat;https://www.autoscout24.ch/de/d/lexus-ux-300e-excellence-automatic-12559242
Mercedes-Benz;C 220;MERCEDES-BENZ C 220 d Swiss Star Avantg.4x4 Kombi;20500.0;123200.0;170.0;Diesel;22.018;4.7;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-220-d-swiss-star-avantg4x4-kombi-12462264
Mercedes-Benz;G 63;MERCEDES-BENZ G 63 AMG Automatic;62900.0;123000.0;544.0;Benzin;92.012;13.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-g-63-amg-automatic-12352409
BMW;730d;BMW 730d xDrive M SPORT Steptronic;49950.0;120000.0;265.0;Diesel;42.019;7.4;Automat;https://www.autoscout24.ch/de/d/bmw-730d-xdrive-m-sport-steptronic-12351154
Opel;Insignia;OPEL Insignia Country Tourer 2.0 Turbo 4WD Automatic;14900.0;98800.0;250.0;Benzin;42.016;8.5;Automat;https://www.autoscout24.ch/de/d/opel-insignia-country-tourer-20-turbo-4wd-automatic-11555535
Mercedes-Benz;CLE 450;MERCEDES-BENZ CLE 450 Coupé 4M 9G-T;82900.0;2100.0;380.0;Benzin;12.024;7.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-cle-450-coupe-4m-9g-t-11484254
Nissan;Leaf;NISSAN Leaf e+ Tekna (incl. battery);19999.0;21000.0;217.0;Elektro;52.022;;Automat;https://www.autoscout24.ch/de/d/nissan-leaf-e-tekna-incl-battery-11056839
Skoda;Octavia;SKODA Octavia Combi 2.0 TDI DSG Ambition 4x4 ** Navi ** RF-Kamera ** Ab 1. Inverkehrsetzung, 24 Monate oder 100'000 km ** Modell 2024;26500.0;48000.0;150.0;Diesel;12.024;;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-octavia-combi-20-tdi-dsg-ambition-4x4-navi-rf-kamera-ab-1-inverkehrsetzung-24-monate-oder-100-000-km-modell-2024-12787052
Peugeot;5008 210;PEUGEOT 5008 210 73kWh Launch Edition;53640.0;500.0;326.0;Elektro;82.025;;Automat;https://www.autoscout24.ch/de/d/peugeot-5008-210-73kwh-launch-edition-12681912
DACIA;Duster;DACIA Duster TCe 130 48V Journey 4x4;26490.0;25.0;130.0;Benzin;Neues Fahrzeug;6.3;Manuell;https://www.autoscout24.ch/de/d/dacia-duster-tce-130-48v-journey-4x4-12648253
Land Rover;Range;LAND ROVER Range Rover Velar R-Dynamic P 250 HSE Automatic;31950.0;108000.0;250.0;Benzin;22.018;7.6;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-velar-r-dynamic-p-250-hse-automatic-12767396
Volvo;XC90;VOLVO XC90 T8 AWD Inscription Geartronic;31900.0;127500.0;407.0;Benzin;112.017;2.1;Automat;https://www.autoscout24.ch/de/d/volvo-xc90-t8-awd-inscription-geartronic-12790922
Mercedes-Benz;GLA 45;MERCEDES-BENZ GLA 45 AMG 4Matic 7G-DCT;25900.0;75000.0;360.0;Benzin;72.015;7.5;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-45-amg-4matic-7g-dct-12697455
Mercedes-Benz;GL 500;MERCEDES-BENZ GL 500 4Matic 7G-Tronic;26900.0;237000.0;435.0;Benzin;92.014;11.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gl-500-4matic-7g-tronic-12676310
BMW;128ti;BMW 128ti;43900.0;4100.0;265.0;Benzin;62.024;6.8;Automat;https://www.autoscout24.ch/de/d/bmw-128ti-12681289
Audi;RS6;AUDI RS6 Avant 4.0 TFSI V8 quattro;119500.0;9000.0;600.0;Benzin;122.024;;Automat;https://www.autoscout24.ch/de/d/audi-rs6-avant-40-tfsi-v8-quattro-12669156
Nissan;Qashqai 1.5;NISSAN Qashqai 1.5 VC-T Unplugged;34990.0;4997.0;158.0;Benzin;82.024;5.8;Stufenlos;https://www.autoscout24.ch/de/d/nissan-qashqai-15-vc-t-unplugged-12755612
VW;T-Cross;VW T-Cross 1.0 TSI EVO United DSG;31500.0;50.0;115.0;Benzin;Neues Fahrzeug;5.8;Automat;https://www.autoscout24.ch/de/d/vw-t-cross-10-tsi-evo-united-dsg-12532464
BMW;X5;BMW X5 xDrive 48V 40d M Sport Steptronic;57900.0;96026.0;340.0;Diesel;32.022;;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-48v-40d-m-sport-steptronic-12564758
VW;ID.4;VW ID.4 GTX 77 kWh 4Motion;41870.0;19500.0;299.0;Elektro;62.024;;Automat;https://www.autoscout24.ch/de/d/vw-id4-gtx-77-kwh-4motion-11749623
Toyota;Aygo;TOYOTA Aygo X 1.0 VVT-i Trend CVT;13990.0;59900.0;72.0;Benzin;82.022;;Stufenlos;https://www.autoscout24.ch/de/d/toyota-aygo-x-10-vvt-i-trend-cvt-12770411
BMW;X6;BMW X6 xDrive 48V 30d M Sport Steptronic;59900.0;54865.0;286.0;Diesel;22.022;6.8;Automat;https://www.autoscout24.ch/de/d/bmw-x6-xdrive-48v-30d-m-sport-steptronic-12564726
Skoda;Kodiaq 2.0;SKODA Kodiaq 2.0 TSI 4x4 RS;45600.0;13300.0;245.0;Benzin;92.023;;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-kodiaq-20-tsi-4x4-rs-12527120
VW;T6.1 2.0;VW T6.1 2.0 TDI 4Motion Caravelle (Allrad) 9-Plätzer Bus;41800.0;56345.0;150.0;Diesel;52.020;;Manuell;https://www.autoscout24.ch/de/d/vw-t61-20-tdi-4motion-caravelle-allrad-9-platzer-bus-12238339
BMW;M4;BMW M4 Cabrio Competition M xDrive;80900.0;18900.0;510.0;Benzin;42.022;;Halbautomatik;https://www.autoscout24.ch/de/d/bmw-m4-cabrio-competition-m-xdrive-12651084
BMW;X6;BMW X6 M50d;69800.0;64500.0;400.0;Diesel;92.020;9.2;Automat;https://www.autoscout24.ch/de/d/bmw-x6-m50d-12619911
Mercedes-Benz;A 35;MERCEDES-BENZ A 35 AMG 4Matic Speedshift;35400.0;31000.0;306.0;Benzin;32.021;8.9;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-a-35-amg-4matic-speedshift-12607388
Mercedes-Benz;CLA 250;MERCEDES-BENZ CLA 250 AMG Line 7G-DCT EDITION 1;15900.0;152870.0;211.0;Benzin;32.013;5.8;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-cla-250-amg-line-7g-dct-edition-1-12601115
Mazda;CX 5;MAZDA CX-5 2.5 194 PS Takumi AWD;39800.0;17000.0;194.0;Benzin;52.024;7.6;Automat;https://www.autoscout24.ch/de/d/mazda-cx-5-25-194-ps-takumi-awd-12554031
Mazda;2 1.5;MAZDA 2 1.5 90 PS Centre-Line;17500.0;35000.0;90.0;Benzin;72.024;5.4;Automat;https://www.autoscout24.ch/de/d/mazda-2-15-90-ps-centre-line-12553350
Mazda;2 1.5;MAZDA 2 1.5 Hybrid 116 PS Homura;27500.0;100.0;116.0;Benzin;72.025;4.2;Stufenlos;https://www.autoscout24.ch/de/d/mazda-2-15-hybrid-116-ps-homura-12548002
Mercedes-Benz;GLE;MERCEDES-BENZ GLE Coupé 350 d AMG-Line 4Matic 9G-Tronic;43800.0;65250.0;258.0;Diesel;32.017;7.2;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-coupe-350-d-amg-line-4matic-9g-tronic-12516476
Infiniti;Q50S 35h;INFINITI Q50S 35h AWD Automatic;20900.0;74000.0;364.0;Benzin;122.013;6.8;Automat;https://www.autoscout24.ch/de/d/infiniti-q50s-35h-awd-automatic-12388186
Mazda;CX 5;MAZDA CX-5 2.5 194 PS Exclusive-Line AWD;43500.0;2000.0;194.0;Benzin;62.025;7.6;Automat;https://www.autoscout24.ch/de/d/mazda-cx-5-25-194-ps-exclusive-line-awd-12353988
Mazda;3;MAZDA 3 Hatchback 2.0 186 PS Homura AWD;35500.0;100.0;186.0;Benzin;Neues Fahrzeug;6.5;Automat;https://www.autoscout24.ch/de/d/mazda-3-hatchback-20-186-ps-homura-awd-12334910
Infiniti;Q30 2.0t;INFINITI Q30 2.0t Sport AWD DCT;18300.0;75000.0;211.0;Benzin;112.016;6.7;Halbautomatik;https://www.autoscout24.ch/de/d/infiniti-q30-20t-sport-awd-dct-12255920
Peugeot;308 1.6;PEUGEOT 308 1.6 PHEV 180 Allure Pack;32500.0;900.0;181.0;Benzin;32.024;1.2;Automat;https://www.autoscout24.ch/de/d/peugeot-308-16-phev-180-allure-pack-11324643
Peugeot;408 1.6;PEUGEOT 408 1.6 PHEV 180 Allure Pack;37500.0;4500.0;181.0;Benzin;42.024;1.3;Automat;https://www.autoscout24.ch/de/d/peugeot-408-16-phev-180-allure-pack-11324537
Mercedes-Benz;GLC 300;MERCEDES-BENZ GLC 300 e AMG Line 4Matic;64800.0;67000.0;313.0;Benzin;32.023;0.6;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-300-e-amg-line-4matic-12752229
Mercedes-Benz;GLC 43;MERCEDES-BENZ GLC 43 AMG 4MATIC Coupé;54800.0;53000.0;390.0;Benzin;22.020;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-43-amg-4matic-coupe-12571246
Kia;EV3 81;KIA EV3 81 kWh Earth+;44900.0;20.0;204.0;Elektro;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/kia-ev3-81-kwh-earth-12488714
Toyota;RAV 4;TOYOTA RAV-4 2.5 HSD Style e-CVT 4WD;42999.0;11500.0;222.0;Benzin;122.024;;Stufenlos;https://www.autoscout24.ch/de/d/toyota-rav-4-25-hsd-style-e-cvt-4wd-12792857
Volvo;XC60 2.0;VOLVO XC60 2.0 T8 TE Polestar eAWD;67200.0;24080.0;310.0;Benzin;52.024;1.4;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-20-t8-te-polestar-eawd-12656789
BMW;X4;BMW X4 xDrive 20d M Sport Steptronic ** Voll-Leder Ausstattung ** RF-Kamera ** HUD ** Neu Modell ** Frisch Ab MFK & Service **;28900.0;104000.0;190.0;Diesel;102.019;7.1;Automat;https://www.autoscout24.ch/de/d/bmw-x4-xdrive-20d-m-sport-steptronic-voll-leder-ausstattung-rf-kamera-hud-neu-modell-frisch-ab-mfk-and-service-12790263
Audi;Q5 3.0;AUDI Q5 3.0 TDI 45 TDI sport quattro tiptronic;29999.0;87000.0;231.0;Diesel;52.019;8.9;Automat;https://www.autoscout24.ch/de/d/audi-q5-30-tdi-45-tdi-sport-quattro-tiptronic-12760992
Mazda;MX 30;MAZDA MX-30 PHEV e-Skyactiv R-EV 170 Exclusive-Line;21897.0;12500.0;170.0;Benzin;32.024;;Automat;https://www.autoscout24.ch/de/d/mazda-mx-30-phev-e-skyactiv-r-ev-170-exclusive-line-12724787
Peugeot;2008;PEUGEOT 2008 e Allure Pack;17900.0;58000.0;136.0;Elektro;92.021;;Automat;https://www.autoscout24.ch/de/d/peugeot-2008-e-allure-pack-12722514
Alfa Romeo;Tonale 1.6;ALFA ROMEO Tonale 1.6 JTD Super;30999.0;950.0;130.0;Diesel;Neues Fahrzeug;5.9;Halbautomatik;https://www.autoscout24.ch/de/d/alfa-romeo-tonale-16-jtd-super-12715499
Audi;e-tron;AUDI e-tron 50 S Line Advanced Attraction quattro;24800.0;68200.0;313.0;Elektro;52.020;;Automat;https://www.autoscout24.ch/de/d/audi-e-tron-50-s-line-advanced-attraction-quattro-12673984
Seat;Leon;SEAT Leon ST 2.0 TSI Cupra 300 4 Drive DSG;24999.0;66400.0;300.0;Benzin;102.019;9.1;Halbautomatik;https://www.autoscout24.ch/de/d/seat-leon-st-20-tsi-cupra-300-4-drive-dsg-12670382
Skoda;Kodiaq 2.0;SKODA Kodiaq 2.0 TDI CR Style Line 4x4 DSG;23800.0;113500.0;190.0;Diesel;82.017;5.7;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-kodiaq-20-tdi-cr-style-line-4x4-dsg-12670284
Audi;RS7;AUDI RS7 Sportback MHEV Performance;164996.0;80.0;630.0;Benzin;72.025;;Automat;https://www.autoscout24.ch/de/d/audi-rs7-sportback-mhev-performance-12636444
Mercedes-Benz;GLC;MERCEDES-BENZ GLC Coupé 43 AMG 4Matic 9G-Tronic;59900.0;42000.0;390.0;Benzin;112.021;11.4;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-coupe-43-amg-4matic-9g-tronic-12503584
Land Rover;Range;LAND ROVER Range Rover Velar Autobiography P 400 Automatic;79890.0;14900.0;400.0;Benzin;122.023;;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-velar-autobiography-p-400-automatic-12494463
Mercedes-Benz;AMG;MERCEDES-BENZ AMG GT 4 43 4Matic+ Speedshift TCT - 4 Door;66800.0;84350.0;367.0;Benzin;82.019;;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-amg-gt-4-43-4matic-speedshift-tct-4-door-12493110
FERRARI;PUROSANGUE;FERRARI PUROSANGUE F1 - 2004 M. Schumacher - Carbon;580000.0;3200.0;725.0;Benzin;62.024;;Automat;https://www.autoscout24.ch/de/d/ferrari-purosangue-f1-2004-m-schumacher-carbon-12455720
Volvo;C40;VOLVO C40 E80 Ultimate AWD;54900.0;13000.0;408.0;Elektro;32.024;;Halbautomatik;https://www.autoscout24.ch/de/d/volvo-c40-e80-ultimate-awd-11369035
Seat;Ibiza 1.0;SEAT Ibiza 1.0 EcoTSI 75 Edition DSG;25900.0;3500.0;115.0;Benzin;42.025;5.6;Halbautomatik;https://www.autoscout24.ch/de/d/seat-ibiza-10-ecotsi-75-edition-dsg-12414906
VW;Caddy;VW Caddy Maxi 2.0TDI 4Motion BMT;14990.0;99796.0;75.0;Diesel;52.016;;Manuell;https://www.autoscout24.ch/de/d/vw-caddy-maxi-20tdi-4motion-bmt-12790215
VW;Caddy;VW Caddy Maxi 2.0TDI 4Motion BMT;13990.0;99796.0;75.0;Diesel;52.016;;Manuell;https://www.autoscout24.ch/de/d/vw-caddy-maxi-20tdi-4motion-bmt-12790186
Mercedes-Benz;E 220;MERCEDES-BENZ E 220 d AMG Line 4MATIC Kombi;90700.0;20.0;220.0;Diesel;Neues Fahrzeug;5.4;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-220-d-amg-line-4matic-kombi-12669461
Mercedes-Benz;CLE 450;MERCEDES-BENZ CLE 450 AMG Line 4MATIC Coupé;89600.0;20.0;404.0;Benzin;Neues Fahrzeug;7.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-cle-450-amg-line-4matic-coupe-12052022
BMW;X1;BMW X1 xDrive 28i Steptronic;12900.0;136500.0;245.0;Benzin;32.013;7.2;Automat;https://www.autoscout24.ch/de/d/bmw-x1-xdrive-28i-steptronic-12788473
Mazda;2;MAZDA 2 Hybrid Select;17900.0;59500.0;116.0;Benzin;22.022;;Stufenlos;https://www.autoscout24.ch/de/d/mazda-2-hybrid-select-12721179
Peugeot;5008 210;PEUGEOT 5008 210 73kWh Launch Edition;54990.0;50.0;326.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/peugeot-5008-210-73kwh-launch-edition-12771337
DACIA;Duster;DACIA Duster TCe 130 48V Extreme 4x4;25990.0;10.0;130.0;Benzin;Neues Fahrzeug;6.3;Manuell;https://www.autoscout24.ch/de/d/dacia-duster-tce-130-48v-extreme-4x4-12770640
Toyota;Corolla;TOYOTA Corolla Touring Sports 1.8 HSD Comfort e-CVT ** CH-Fahrzeug ** * 10Jahre oder 180000 KM Garantie * Lenkrad Heizung **;23800.0;18000.0;122.0;Benzin;12.023;4.5;Stufenlos;https://www.autoscout24.ch/de/d/toyota-corolla-touring-sports-18-hsd-comfort-e-cvt-ch-fahrzeug-10jahre-oder-180000-km-garantie-lenkrad-heizung-12768354
DACIA;Duster;DACIA Duster TCe 130 48V Extreme 4x4;25990.0;10.0;130.0;Benzin;Neues Fahrzeug;6.3;Manuell;https://www.autoscout24.ch/de/d/dacia-duster-tce-130-48v-extreme-4x4-12764865
Volvo;XC60 2.0;VOLVO XC60 2.0 T6 TE Inscription eAWD;38900.0;80500.0;341.0;Benzin;92.020;2.8;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-20-t6-te-inscription-eawd-12096773
Volvo;XC60;VOLVO XC60 T8 eAWD Inscription Geartronic;49900.0;18000.0;391.0;Benzin;112.020;2.3;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-t8-eawd-inscription-geartronic-11898856
Nissan;Qashqai 1.3;NISSAN Qashqai 1.3 DIG-T MHEV N-DESIGN Xtronic 4x4;40800.0;200.0;158.0;Benzin;72.024;7.4;Stufenlos;https://www.autoscout24.ch/de/d/nissan-qashqai-13-dig-t-mhev-n-design-xtronic-4x4-11700043
Audi;A4;AUDI A4 Avant 40 TDI S line S-tronic;38500.0;19500.0;204.0;Diesel;52.021;;Automat;https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-s-tronic-10933735
Mitsubishi;Space;MITSUBISHI Space Star 1.2 CVT Inform;15300.0;4280.0;71.0;Benzin;112.024;5.3;Stufenlos;https://www.autoscout24.ch/de/d/mitsubishi-space-star-12-cvt-inform-11980771
Hyundai;Tucson 1.6;HYUNDAI Tucson 1.6 TGDI PHEV N Line LUX pack 4WD;41990.0;9.0;253.0;Benzin;Neues Fahrzeug;1.3;Automat;https://www.autoscout24.ch/de/d/hyundai-tucson-16-tgdi-phev-n-line-lux-pack-4wd-12764850
Smart;#5 100kWh;SMART #5 100kWh Brabus AWD;54900.0;3999.0;646.0;Elektro;62.025;;Automat;https://www.autoscout24.ch/de/d/smart-5-100kwh-brabus-awd-12677363
Alfa Romeo;Tonale 1.5;ALFA ROMEO Tonale 1.5 48V Hybrid Super/ CH-Fhz mit Free Service;27890.0;1500.0;131.0;Benzin;92.024;6.2;Halbautomatik;https://www.autoscout24.ch/de/d/alfa-romeo-tonale-15-48v-hybrid-super-ch-fhz-mit-free-service-12661629
Hyundai;Tucson 2.0;HYUNDAI Tucson 2.0 CRDI Plena 4WD Automatic;17490.0;67000.0;185.0;Diesel;52.016;6.5;Automat;https://www.autoscout24.ch/de/d/hyundai-tucson-20-crdi-plena-4wd-automatic-12724577
Fiat;Tipo;FIAT Tipo Hybrid 1.5 Cult/ CH-Fahrzeug mit 3 Jahre Werksgarantie;19790.0;50.0;130.0;Benzin;42.025;5.4;Halbautomatik;https://www.autoscout24.ch/de/d/fiat-tipo-hybrid-15-cult-ch-fahrzeug-mit-3-jahre-werksgarantie-12656047
